"";"qnumq";"sexe";"aget";"matrim";"pratique";"enf";"activite";"prof";"dipl";"vote";"habitat";"localite";"revenu";"region";"K1"
"248";3072;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Bac";"ecolo_non";"individuel";"Bourg";"rev3";"Mediterrannée";"grave problème à traiter rapidement, problème dont on ne s'est jamais occupé"
"249";5368;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Bourg";"rev3";"Nord";"pollution, arbre, oiseaux"
"250";3673;"homme";"20-29ans";"Seul";"Relig_occas";"sansEnfant";"inactif";"enseig_etud";"Bac";"ecolo_non";"individuel";"Bourg";"RevNSP";"Mediterrannée";"nature"
"251";5397;"homme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"chomeur";"inactif";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"Nord";"la nature"
"252";3143;"homme";"60ans+";"Seul";"Relig_regul";"sansEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Bourg";"rev1";"Mediterrannée";"le paysage"
"253";3804;"homme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"agricult";"Be";"ecolo_oui";"individuel";"Bourg";"rev2";"Nord";"la nature, les champs, les prés, les forêts, la pollution"
"254";2671;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"agricult";"prof";"ecolo_oui";"individuel";"Rurv";"rev4";"Bretagne";"nature, propreté de l'environnement, pureté de l'eau"
"255";3734;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"Be";"ecolo_oui";"individuel";"Rural";"rev2";"Centre";"nature"
"256";3469;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev2";"Jura_Alpes";"cadre de vie, tout ce qu'il y a autour de la maison, l'atmosphère dans laquelle on baigne, la nature"
"257";339;"femme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"collectif";"PTGV";"rev4";"Seine";"nature, cadre de vie, écologie"
"258";4587;"homme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Bac";"ecolo_non";"individuel";"Rurv";"RevNSP";"Bretagne";"notre milieu de vie"
"259";5714;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_non";"individuel";"Rurv";"rev3";"Centre";"destruction des biens, poubelles, égouts"
"260";5600;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_non";"individuel";"Bourg";"rev3";"Centre";"la nature, tout ce qui ce passe autour de nous"
"261";4324;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Bretagne";"nature"
"262";2447;"homme";"30-39ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"prof_interm";"prof";"ecolo_non";"individuel";"Ville";"RevNSP";"Centre";"les alentours"
"263";2470;"homme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Bac";"ecolo_non";"collectif";"Ville";"rev4";"Centre";"qualité de vie"
"264";1497;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"NOdip";"ecolo_non";"individuel";"PTGV";"rev3";"Jura_Alpes";"tout ce qui est autour de moi, la nature"
"265";3996;"femme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"commerc";"prof";"ecolo_oui";"individuel";"Bourg";"rev2";"Bretagne";"entourage"
"266";32;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"enseig_etud";"Supérieur";"ecolo_non";"collectif";"TGV";"rev2";"Seine";"la nature et son contraire, la concentration urbaine"
"267";3844;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"agricult";"prof";"ecolo_non";"individuel";"Bourg";"rev3";"Nord";"ce qui nous entoure, toute la nature"
"268";4422;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"Rural";"rev2";"Bretagne";"la nature, la tranquillité, le repos"
"269";2071;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev3";"Seine";"qualité de vie, esthétique, non pollution, le calme"
"270";3732;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev2";"Centre";"tout ce qu'il y a autour de moi"
"271";643;"homme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev4";"Seine";"cadre de vie, protection"
"272";5637;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev3";"Centre";"la campagne"
"273";202;"homme";"30-39ans";"En_couple";"Relig_occas";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"collectif";"Ville";"rev4";"Seine";"qualité de vie, bien être"
"274";2203;"homme";"30-39ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"ouvrier";"Bac";"ecolo_oui";"individuel";"Ville";"rev3";"S_Ouest";"le cadre de vie pas forcément la nature, c'est plus lié au caractère matériel et moral du cadre de vie"
"275";5250;"homme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"commerc";"prof";"ecolo_oui";"individuel";"Rurv";"rev3";"S_Ouest";"bois, verdure"
"276";1428;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"Supérieur";"ecolo_oui";"collectif";"TGV";"rev4";"Jura_Alpes";"la nature, pollution, voiture, ville, banlieue, surpopulation"
"277";4751;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Rurv";"rev3";"Seine";"éviter les usines les décharges sauvages et tout ce que ça implique comme la destruction des animaux nuisibles en surnombre comme les renards"
"278";4632;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Nord";"la nature, autour de la maison"
"279";2389;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Be";"ecolo_non";"individuel";"Ville";"rev2";"S_Ouest";"tout ce qui nous entoure"
"280";2834;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"commerc";"prof";"ecolo_oui";"individuel";"PGV";"rev4";"Seine";"nature, circulation, habitation"
"281";56;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"collectif";"TGV";"rev3";"Seine";"des problèmes, les cités, les déchets, la pollution, les animaux"
"282";3439;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_non";"individuel";"Rurv";"rev2";"Jura_Alpes";"le cadre de vie en général au travail et en privée"
"283";5471;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"actif";"agricult";"Be";"ecolo_non";"individuel";"Rurv";"RevNSP";"Nord";"qualité de la vie, milieu proche"
"284";2430;"homme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"commerc";"Bac";"ecolo_oui";"individuel";"Ville";"rev3";"S_Ouest";"équilibre"
"285";2666;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"Supérieur";"ecolo_oui";"individuel";"Ville";"rev3";"Bretagne";"la nature, les humains"
"286";1884;"femme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"Supérieur";"ecolo_oui";"individuel";"PTGV";"rev3";"Nord";"c'est un tout, les maisons, les gens, le quartier"
"287";1130;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_oui";"individuel";"Ville";"rev2";"Jura_Alpes";"le calme, la nature, la promenade"
"288";954;"femme";"50-59ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"collectif";"TGV";"rev3";"Mediterrannée";"tout ce qui nous entoure"
"289";2372;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Ville";"rev3";"S_Ouest";"c'est important, autour de nous"
"290";2970;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"individuel";"Bourg";"rev3";"S_BassinParis";"tout ce qui se passe dans la nature"
"291";5403;"homme";"20-29ans";"Seul";"Relig_occas";"sansEnfant";"inactif";"enseig_etud";"Be";"ecolo_oui";"individuel";"Bourg";"rev3";"Nord";"nature, pollution, avenir"
"292";1289;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Jura_Alpes";"la propreté, le bien être, les loisirs"
"293";4162;"femme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"agricult";"Cep";"ecolo_oui";"individuel";"Bourg";"rev1";"Bretagne";"les alentours"
"294";5613;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Bac";"ecolo_oui";"individuel";"Bourg";"rev3";"Centre";"nature, écologie"
"295";5890;"homme";"30-39ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"S_BassinParis";"c'est le travail, la nature, les gens, les loisirs"
"296";58;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"collectif";"TGV";"rev2";"Seine";"belles choses, pas de pollution, pas de saletés, pas de bruits"
"297";3493;"homme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Rurv";"rev2";"Jura_Alpes";"nature"
"298";333;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"individuel";"PTGV";"rev3";"Seine";"ce qui nous entoure"
"299";3665;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"individuel";"Rurv";"rev4";"Mediterrannée";"cadre de vie, tout ce qui nous entoure"
"300";4655;"femme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_non";"individuel";"Bourg";"RevNSP";"S_BassinParis";"ce qui m'entoure, mon milieu"
"301";1532;"femme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_non";"individuel";"Bourg";"rev3";"Nord";"campagne, nature, propreté"
"302";5919;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Rurv";"rev2";"S_BassinParis";"ce qui nous environne, la nature"
"303";758;"homme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Mediterrannée";"la campagne, le voisinage"
"304";1108;"homme";"50-59ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Jura_Alpes";"qualité de vie"
"305";545;"femme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Supérieur";"ecolo_non";"collectif";"PTGV";"rev3";"Seine";"là où on habite, espace vert, conditions de vie"
"306";4465;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"prof";"ecolo_oui";"individuel";"Rurv";"rev3";"Bretagne";"nature qui est près de nous"
"307";5050;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"agricult";"Bac";"ecolo_oui";"individuel";"Rurv";"rev2";"S_Ouest";"campagne, paysage"
"308";5563;"femme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev3";"Nord";"la nature, le respect de la nature"
"309";4744;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev3";"Seine";"nature, bien être de vivre"
"310";4764;"femme";"20-29ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"collectif";"Bourg";"rev3";"Seine";"vert, mer, nature"
"311";1510;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"S_BassinParis";"nature"
"312";956;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Be";"ecolo_non";"collectif";"TGV";"rev2";"Mediterrannée";"la campagne, les arbres"
"313";1166;"femme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"inactif";"inactif";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Jura_Alpes";"le calme, pas le stress du monde comme dans les grandes cités"
"314";2624;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"prof";"ecolo_non";"collectif";"PGV";"rev4";"Bretagne";"la nature, le contact, l'environnement familier, l'environnement professionnel"
"315";3303;"femme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"commerc";"prof";"ecolo_oui";"individuel";"Rurv";"rev2";"Jura_Alpes";"l'espace vert, eau pure, les gens"
"316";1597;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"Cep";"ecolo_oui";"individuel";"Ville";"rev3";"Nord";"tout ce qui m'entoure"
"317";1704;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"prof";"ecolo_oui";"collectif";"GV";"rev3";"Nord";"conditions de vie correctes"
"318";1919;"homme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"ouvrier";"Cep";"ecolo_non";"collectif";"PGV";"rev2";"Nord";"ce qui se passe dans la ville, le TGV actuellement en travaux"
"319";4202;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_oui";"individuel";"Rurv";"rev2";"Bretagne";"la nature propre"
"320";1156;"femme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Bac";"ecolo_non";"collectif";"Bourg";"rev3";"Jura_Alpes";"le lieu de vie"
"321";5559;"homme";"30-39ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev3";"Nord";"une mode qui va durer avec raison, la campagne, retard de la france pour se soucier de l'environnement"
"322";786;"femme";"60ans+";"Seul";"Rrelig_non";"avecEnfant";"chomeur";"inactif";"Cep";"ecolo_oui";"collectif";"Ville";"rev2";"Mediterrannée";"doit être agréable à l'oeil, gai"
"323";2724;"homme";"30-39ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"employe";"Bac";"ecolo_oui";"collectif";"TGV";"rev3";"Bretagne";"dégradation, pollution, construction"
"324";3485;"homme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"Bac";"ecolo_non";"individuel";"Bourg";"rev3";"Jura_Alpes";"autour de moi"
"325";5038;"femme";"30-39ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"employe";"Be";"ecolo_oui";"individuel";"Rurv";"rev1";"S_Ouest";"campagne, serein, vert"
"326";5066;"femme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Rurv";"rev1";"S_Ouest";"le calme, le grand air, la santé, la tranquillité"
"327";1745;"femme";"50-59ans";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_non";"individuel";"GV";"rev4";"Nord";"nature, climat, détente, plaisir"
"328";2808;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_non";"collectif";"GV";"rev3";"S_BassinParis";"le lieu où on habite, la vie de tout les jours, le bien être, le mal être"
"329";4931;"femme";"30-39ans";"Seul";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev3";"Seine";"grands jardins, espace, arbres, fleurs, légumes, nature, gestion de l'espace construit"
"330";1560;"femme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"Supérieur";"ecolo_non";"collectif";"Ville";"rev3";"Nord";"cadre de vie, nature"
"331";273;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"Bac";"ecolo_oui";"collectif";"PTGV";"rev3";"Seine";"nature, immeuble, verdure, espace, climat"
"332";5650;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Supérieur";"ecolo_non";"individuel";"Bourg";"RevNSP";"Centre";"la campagne"
"333";4368;"femme";"50-59ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"NOdip";"ecolo_oui";"individuel";"Rurv";"rev1";"Bretagne";"les terrains, les champs, les maisons"
"334";4715;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"Cep";"ecolo_oui";"individuel";"Bourg";"rev4";"S_BassinParis";"nature, la vie en campagne, propreté"
"335";2479;"femme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Ville";"rev4";"Centre";"nature, façon de vivre, milieu"
"336";1793;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Be";"ecolo_oui";"individuel";"Bourg";"rev2";"Nord";"la nature"
"337";2817;"femme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"PGV";"rev4";"S_BassinParis";"nature, cadre de vie en dehors de la maison"
"338";3062;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_non";"individuel";"Bourg";"rev4";"Seine";"le décor"
"339";3325;"femme";"20-29ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Rurv";"rev3";"Jura_Alpes";"la nature, le cadre de vie, les gens qui nous entourent"
"340";570;"femme";"30-39ans";"Seul";"Relig_occas";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"collectif";"PTGV";"rev2";"Seine";"le calme, le vert, le minimum d'animation, le ciel bleu"
"341";2409;"homme";"40-49ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Ville";"rev4";"S_Ouest";"tout ce qui m'entoure"
"342";3822;"femme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_oui";"collectif";"Bourg";"rev2";"Nord";"l'entourage, là où je vis"
"343";1547;"homme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"collectif";"Ville";"rev3";"Nord";"écologie, nature, mer, montagne"
"344";5093;"femme";"30-39ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"agricult";"Bac";"ecolo_non";"individuel";"Bourg";"RevNSP";"S_Ouest";"défense de la nature"
"345";2195;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"commerc";"prof";"ecolo_oui";"individuel";"Bourg";"rev4";"Bretagne";"pollution"
"346";2520;"femme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"individuel";"Ville";"rev4";"Centre";"la nature"
"347";2524;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Ville";"rev2";"Centre";"la nature"
"348";707;"homme";"60ans+";"Seul";"Rrelig_non";"sansEnfant";"chomeur";"inactif";"NOdip";"ecolo_oui";"collectif";"Bourg";"rev1";"Mediterrannée";"la nature, environnement proche, l'état de la nature"
"349";5113;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"chomeur";"inactif";"Cep";"ecolo_non";"individuel";"Rurv";"rev3";"S_Ouest";"c'est toute la nature, les animaux, les gens, c'est un ensemble de chose"
"350";2596;"femme";"20-29ans";"Seul";"Relig_occas";"sansEnfant";"inactif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Ville";"rev2";"Bretagne";"nature, pollution, écologie, planète"
"351";544;"homme";"30-39ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"collectif";"PTGV";"rev4";"Seine";"la qualité de vie, ce qui m'entoure, mon mode de vie, mon bien être"
"352";3828;"homme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev4";"Nord";"propreté, verdure, espace, tranquillité"
"353";5041;"homme";"60ans+";"Seul";"Relig_occas";"sansEnfant";"actif";"ouvrier";"NOdip";"ecolo_non";"individuel";"Bourg";"rev2";"S_Ouest";"ma commune, tous les départements de la france"
"354";158;"femme";"30-39ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"employe";"Supérieur";"ecolo_oui";"collectif";"Ville";"rev2";"Seine";"pollution, espace, qualité de vie"
"355";5551;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"individuel";"Rurv";"rev2";"Nord";"la campagne, le grand air"
"356";5725;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"agricult";"prof";"ecolo_non";"individuel";"Rural";"rev2";"Centre";"l'endroit où je vis, ce qu'il y a autour"
"357";5564;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Bac";"ecolo_non";"individuel";"Bourg";"rev3";"Nord";"le cadre de vie"
"358";1123;"femme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Bourg";"rev4";"Jura_Alpes";"personnes qui nous entourent, enfants, famille"
"359";4808;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_non";"individuel";"Bourg";"rev3";"Seine";"nature, écologie"
"360";1876;"femme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"prof_interm";"Bac";"ecolo_non";"individuel";"PTGV";"rev4";"Nord";"agréable, non pollué, non bruyant, amical"
"361";3975;"homme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"employe";"Bac";"ecolo_oui";"individuel";"Bourg";"rev3";"Bretagne";"pollution, poubelle, déchets, france poubelle"
"362";4271;"femme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_non";"individuel";"Rural";"rev2";"Bretagne";"la nature, le lieu de vie, les gens qui nous entourent, beaucoup de choses"
"363";5803;"femme";"20-29ans";"En_couple";"Relig_occas";"sansEnfant";"actif";"employe";"Bac";"ecolo_oui";"individuel";"Bourg";"rev2";"Centre";"la nature"
"364";1921;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"ouvrier";"NOdip";"ecolo_oui";"individuel";"GV";"rev3";"Nord";"respecter la nature"
"365";2683;"femme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"GV";"rev3";"Bretagne";"la nature"
"366";4195;"femme";"40-49ans";"Seul";"Relig_occas";"avecEnfant";"actif";"agricult";"Cep";"ecolo_oui";"individuel";"Rural";"rev2";"Bretagne";"les arbres, les champs, bêtes, les oiseaux, l'eau quand il y en a, le moins de voitures possible, le respect de chacun pour la nature"
"367";4743;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Cep";"ecolo_oui";"individuel";"Rurv";"rev2";"Seine";"beaucoup de choses, tout le monde, les voisins, le jardin"
"368";709;"femme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"inactif";"inactif";"Bac";"ecolo_oui";"individuel";"Bourg";"rev3";"Mediterrannée";"pollution"
"369";1651;"femme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"inactif";"Be";"ecolo_oui";"collectif";"Ville";"rev2";"Nord";"le quartier proche où on vit, la ville où on vit, les bois, les forêts"
"370";3750;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_non";"individuel";"Bourg";"rev4";"S_BassinParis";"ce qui m'entoure physiquement et matériellement, cadre de vie, personnes"
"371";4305;"homme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Rurv";"rev4";"Bretagne";"nature, voisinage"
"372";5895;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Cep";"ecolo_oui";"individuel";"Bourg";"rev2";"S_BassinParis";"la nature"
"373";4807;"femme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"NOdip";"ecolo_oui";"individuel";"Bourg";"rev3";"Seine";"la nature, les animaux, les fleurs, les insectes"
"374";5880;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_non";"individuel";"Rurv";"rev3";"S_BassinParis";"propreté, gaspillage, vie, ozone, bruit, phosphates"
"375";4864;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"chomeur";"inactif";"prof";"ecolo_non";"individuel";"Bourg";"rev3";"Seine";"la nature, la beauté du site"
"376";4666;"homme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"agricult";"prof";"ecolo_non";"individuel";"Rural";"rev3";"S_BassinParis";"ce qui est autour de moi"
"377";3006;"homme";"50-59ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev4";"Seine";"protéger"
"378";225;"femme";"30-39ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"employe";"Be";"ecolo_non";"collectif";"Ville";"rev2";"Seine";"un espace vital, la nature, ça peut être pollution, respect de chacun"
"379";4233;"femme";"60ans+";"Seul";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Cep";"ecolo_non";"individuel";"Rural";"rev3";"Bretagne";"dégradation de la campagne par le monde paysant, refaire les talus"
"380";732;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Rural";"rev2";"Mediterrannée";"les verts"
"381";2945;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"collectif";"Ville";"rev3";"S_BassinParis";"ce qui m'entoure, la nature"
"382";2251;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"prof";"ecolo_non";"individuel";"PGV";"rev2";"S_Ouest";"le jardin, ma ville"
